,acc,f1_m,loss,mean_absolute_error,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_mean_absolute_error,val_precision_m,val_recall_m
0,0.47988295555114746,0.11148133128881454,1.2345550363745756,0.3399586081504822,0.30542171001434326,0.07463767379522324,0.5441176295280457,0.5069794058799744,0.9757968117209042,0.27576178312301636,0.7810983657836914,0.38235294818878174
1,0.7322604060173035,0.700437068939209,0.6999303645780685,0.19808566570281982,0.803030788898468,0.6338509321212769,0.7852941155433655,0.7796770334243774,0.5717630517833373,0.1444701850414276,0.8035820722579956,0.7588235139846802
2,0.8229700326919556,0.8194867372512817,0.47994632446687413,0.13620220124721527,0.852889895439148,0.7907867431640625,0.8382353186607361,0.8370300531387329,0.4773586672895095,0.12160108238458633,0.8583247065544128,0.8176470994949341
3,0.8719824552536011,0.8671217560768127,0.3497628909702622,0.10112307220697403,0.8841175436973572,0.8515528440475464,0.8470588326454163,0.8447977900505066,0.43070623892195087,0.1059606745839119,0.8649811148643494,0.8264706134796143
4,0.8888075947761536,0.8887351155281067,0.3148168175213513,0.08755875378847122,0.9006931185722351,0.8777436017990112,0.8529411554336548,0.8464560508728027,0.40881896194289713,0.10324589163064957,0.8618416786193848,0.8323530554771423
5,0.9085589051246643,0.9082184433937073,0.263008689947955,0.07219501584768295,0.9168339371681213,0.9001036882400513,0.8117647171020508,0.8089505434036255,0.5538458631319159,0.11398337781429291,0.8215858936309814,0.7970588803291321
6,0.9085589051246643,0.9045165777206421,0.2532100640155577,0.07051524519920349,0.9149166941642761,0.8949276208877563,0.841176450252533,0.8472611904144287,0.3917442476924728,0.09673222154378891,0.8601478934288025,0.8352941274642944
7,0.929773211479187,0.9289836883544922,0.20015911219999924,0.0589875765144825,0.9328334927558899,0.9253625273704529,0.8794117569923401,0.8778042793273926,0.320399609996992,0.07583394646644592,0.8855177760124207,0.8705882430076599
8,0.929773211479187,0.9293497204780579,0.2054855281210504,0.05678391084074974,0.937435507774353,0.9219463467597961,0.8735294342041016,0.8756846189498901,0.33551666929441337,0.08146225661039352,0.8875129222869873,0.8647058010101318
9,0.9458668828010559,0.9446491003036499,0.17324919111334502,0.05023684352636337,0.9489322900772095,0.9405799508094788,0.8882352709770203,0.891843318939209,0.33166242084082437,0.07552801072597504,0.8988820314407349,0.8852941393852234
10,0.9378200173377991,0.9361008405685425,0.1736188448731186,0.04995989426970482,0.9421610236167908,0.9306419491767883,0.8529411554336548,0.8554099798202515,0.42540277453029857,0.0882095918059349,0.8675954937934875,0.8441177010536194
11,0.9495245218276978,0.9484755992889404,0.15511191360333604,0.04573729634284973,0.9545387625694275,0.9427539110183716,0.8705882430076599,0.8780542016029358,0.3579227490460171,0.07525928318500519,0.8859133720397949,0.8705883026123047
12,0.953913688659668,0.9517037272453308,0.13810868788273473,0.040747884660959244,0.9566618204116821,0.9471017718315125,0.8911764621734619,0.8913946747779846,0.36554497436565514,0.0738670602440834,0.9010663032531738,0.8823529481887817
13,0.9517191052436829,0.9516146183013916,0.12677844820221193,0.03871762752532959,0.9556827545166016,0.9478263258934021,0.8735294342041016,0.8778876662254333,0.3807694620507605,0.07344450056552887,0.8857069611549377,0.8705883026123047
14,0.9604974389076233,0.9608412981033325,0.09876110020482635,0.030609779059886932,0.9630284905433655,0.9587993621826172,0.908823549747467,0.9055052399635315,0.39546400834532347,0.06366793811321259,0.9082043766975403,0.9029412269592285
15,0.9722018837928772,0.9723895788192749,0.07404975431488217,0.024055272340774536,0.973074197769165,0.9717392921447754,0.8911764621734619,0.8923830986022949,0.416510510532295,0.06601715087890625,0.8936532735824585,0.8911764621734619
16,0.9685442447662354,0.9677922129631042,0.08815551823755861,0.025559887290000916,0.9688679575920105,0.966770350933075,0.8852941393852234,0.8836350440979004,0.4131910038345,0.07121214270591736,0.8849844932556152,0.8823529481887817
17,0.9590343832969666,0.959736168384552,0.11364236561582855,0.03109634667634964,0.9608314633369446,0.958695650100708,0.8176470398902893,0.8191553354263306,0.5470003021114013,0.10028429329395294,0.8269349932670593,0.811764657497406
18,0.9663496613502502,0.9660321474075317,0.10137888515026097,0.031604573130607605,0.9692137241363525,0.9630436301231384,0.8970588445663452,0.8936651349067688,0.43861250929972706,0.06280364096164703,0.8962848782539368,0.8911765217781067
19,0.9809802770614624,0.9807506799697876,0.054456444054871975,0.018742088228464127,0.981846034526825,0.9797102212905884,0.8323529362678528,0.8325037956237793,0.6174466649399084,0.08851484209299088,0.8388544321060181,0.8264706134796143
20,0.9729334115982056,0.9730213284492493,0.0691663460395876,0.02170739322900772,0.9751335978507996,0.9710146188735962,0.8676470518112183,0.86825031042099,0.5485081076622009,0.0731973722577095,0.8719814419746399,0.8647059202194214
21,0.9824433326721191,0.9818469882011414,0.05286447114318653,0.017198506742715836,0.98333340883255,0.9804348945617676,0.8764705657958984,0.8791853785514832,0.4707374500165529,0.05915863439440727,0.8820433020591736,0.8764705061912537
22,0.9875640273094177,0.9863355159759521,0.04560807928607827,0.01280332263559103,0.9863355159759521,0.9863355159759521,0.8352941274642944,0.8398070335388184,0.7982249251183342,0.08371295779943466,0.8477983474731445,0.832352876663208
23,0.953913688659668,0.9548867344856262,0.13194593844097993,0.035212598741054535,0.9577423334121704,0.952174186706543,0.8676470518112183,0.8677978515625,0.5322039076948867,0.0755133330821991,0.8741486668586731,0.8617647290229797
24,0.9897586107254028,0.9898551106452942,0.030055382054969503,0.011119063943624496,0.9898551106452942,0.9898551106452942,0.8999999761581421,0.8998491168022156,0.4929863936541712,0.0586065948009491,0.902786374092102,0.8970587849617004
